,id,title,series,author,rating_count,review_count,number_of_pages,date_published,publisher,genre,isbn,description,awards,rating
1941,13503109,This Is How You Lose Her,Single,Junot Díaz,95334.0,7686.0,217.0,2012.0,Riverhead Books,Fiction,1,1301,6,3.74
1942,39916,Epileptic,L'Ascension du Haut Mal,David B.,13130.0,689.0,368.0,2005.0,Pantheon,Sequential Art,1,2297,0,3.88
1943,100967,Abundance,Single,Sena Jeter Naslund,9644.0,1113.0,556.0,2006.0,William Morrow,Historical,1,3270,0,3.73
1944,274416,Lord of the Shadows,Second Sons,Jennifer Fallon,2287.0,74.0,592.0,2004.0,Spectra Books,Fantasy,1,1365,0,4.25
1945,6539536,Hope for Animals and Their World: How Endangered Species Are Being Rescued from the Brink,Single,Jane Goodall,1218.0,128.0,416.0,2009.0,Grand Central Publishing,Nonfiction,1,1675,0,4.14
1946,17834834,Once We Were Brothers,Liam Taggart & Catherine Lockhart,Ronald H. Balson,38106.0,3845.0,378.0,2013.0,St. Martin's Griffin,Historical,1,1521,0,4.33
1947,6684540,The Tao of Wu,Single,The RZA,3830.0,291.0,224.0,2009.0,Riverhead Books,Music,1,2173,0,4.08
1948,18889230,Odyssey One,Odyssey One,Evan Currie,12222.0,717.0,586.0,2011.0,Riverhead Books,Science Fiction,0,1094,0,4.07
1950,41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,Single,David Goggins,100757.0,7318.0,366.0,2018.0,Lioncrest Publishing,Nonfiction,0,1264,0,4.35
1951,27607,Mortals,Single,Norman Rush,543.0,71.0,736.0,2004.0,Vintage,Fiction,1,1261,0,3.75
1952,46724,"The American Plague: The Untold Story of Yellow Fever, the Epidemic That Shaped Our History",Single,Molly Caldwell Crosby,5924.0,455.0,308.0,2006.0,Berkley Publishing Group,History,1,1017,0,3.9
1953,91277,The 9/11 Commission Report: Omissions and Distortions,Single,David Ray Griffin,186.0,10.0,339.0,2005.0,"Olive Branch Press (Northampton, MA)",Nonfiction,1,1318,0,4.07
1954,8068272,Intwine,Intwine,Christina Moss,97.0,25.0,320.0,2010.0,Adamantine Publishing House,Science Fiction,1,841,0,4.02
1955,9508678,The Grand Delusion,Manufactured Identity,Heath Sommer,165.0,38.0,410.0,2010.0,Tate Publishing,Mystery,1,1085,0,4.12
1956,695219,"Beware, Princess Elizabeth",Young Royals,Carolyn Meyer,4989.0,307.0,214.0,2002.0,Clarion Books,Historical,1,1244,0,3.89
1957,2133827,La Mécanique du cœur,Single,Mathias Malzieu,22345.0,2419.0,177.0,2007.0,Flammarion,Fantasy,1,792,0,3.6
1958,181694,Sun Kissed,Kendrick/Coulter/Harrigan,Catherine Anderson,4070.0,187.0,345.0,2007.0,Berkley,Romance,1,687,0,4.11
1959,11324166,Timeless,Parasol Protectorate,Gail Carriger,31536.0,2664.0,407.0,2012.0,Orbit,Science Fiction,0,1347,2,4.09
1960,17883588,Shroud of Darkness,The Chronicles of Celadmore,C.S. Woolley,9.0,2.0,379.0,2012.0,Mightier Than the Sword UK,None,0,986,0,4.44
1961,13136119,The Daylight Gate,Single,Jeanette Winterson,5565.0,921.0,194.0,2012.0,Hammer,Historical,1,1130,1,3.38
1962,158005,Book of Longing,Single,Leonard Cohen,8563.0,642.0,240.0,2007.0,McClelland & Stewart,Poetry,1,1106,0,4.02
1963,6631750,Running Wild,Single,Michael Morpurgo,3757.0,306.0,352.0,2009.0,HarperCollins Children's Books,Fiction,1,1165,1,4.22
1964,12609433,The Power of Habit: Why We Do What We Do in Life and Business,Single,Charles Duhigg,407132.0,19214.0,375.0,2012.0,Random House,Nonfiction,1,2977,2,4.11
1966,27530,The Remnant,Left Behind,Tim LaHaye,24318.0,343.0,432.0,2002.0,Tyndale House Publishers,Christian,1,1027,0,3.99
1967,27526,Desecration,Left Behind,Tim LaHaye,25264.0,349.0,432.0,2002.0,Tyndale House Publishers,Christian,1,763,1,3.99
1968,59664,Travels with Herodotus,Single,Ryszard Kapuściński,6877.0,605.0,288.0,2007.0,Knopf,Travel,1,1736,2,4.06
1970,8949352,Night Road,Single,Kristin Hannah,110030.0,9686.0,385.0,2011.0,St. Martin's Press,Fiction,1,1798,1,4.19
1971,89354,Blue Skies,Kendrick/Coulter/Harrigan,Catherine Anderson,4711.0,209.0,407.0,2004.0,Berkley Jove,Romance,1,1337,0,4.15
1972,1702448,Morning Light,Kendrick/Coulter/Harrigan,Catherine Anderson,3402.0,175.0,412.0,2008.0,Berkley Books,Romance,1,1298,0,4.04
1973,89365,Only By Your Touch,Single,Catherine Anderson,2943.0,169.0,443.0,2003.0,Signet,Romance,1,1306,2,4.16
1974,15797397,Salt Sugar Fat: How the Food Giants Hooked Us,Single,Michael Moss,30122.0,3315.0,480.0,2013.0,Random House,Nonfiction,1,1669,3,3.97
1975,106591,Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,Single,Joshua Wolf Shenk,7511.0,445.0,368.0,2006.0,Mariner Books,History,1,1183,0,3.77
1976,13188676,Ignite Me,Shatter Me,Tahereh Mafi,178550.0,18720.0,421.0,2014.0,HarperCollins,Science Fiction,0,842,1,4.38
1977,23492671,The Rosie Effect,Don Tillman,Graeme Simsion,120656.0,11320.0,368.0,2015.0,Simon  Schuster,Fiction,1,1211,1,3.62
1978,345299,Midnight Tides,Malazan Book of the Fallen,Steven Erikson,34569.0,1297.0,960.0,2005.0,Bantam,Fantasy,1,321,1,4.39
1979,8113344,Mortal Coil,Skulduggery Pleasant,Derek Landy,17850.0,723.0,604.0,2010.0,HarperCollins Children's Books,Fantasy,1,1395,1,4.46
1980,63031,By Night in Chile,Single,Roberto Bolaño,9977.0,1030.0,118.0,2005.0,New Directions,Fiction,1,333,0,3.87
1981,6177371,Pan Lodowego Ogrodu. Tom 1,Pan Lodowego Ogrodu,Jarosław Grzędowicz,7511.0,219.0,560.0,2005.0,Fabryka Słów,Fantasy,1,891,2,4.25
1982,9864913,Jaya: An Illustrated Retelling of the Mahabharata,The Great Indian Epics Retold,Devdutt Pattanaik,16914.0,1351.0,372.0,2011.0,Penguin Global,Fantasy,1,1834,0,4.22
1983,143727,Pirates!,Single,Celia Rees,15662.0,801.0,384.0,2005.0,Bloomsbury USA Childrens,Historical,1,1067,4,3.83
1984,13650215,Murder in Pueblo del Mar,Bailey Crane,Billy Ray Chitwood,5.0,1.0,376.0,2011.0,Cinc,None,0,1330,0,4.6
1985,6505109,Roses,Roses,Leila Meacham,15705.0,2172.0,609.0,2010.0,Grand Central Publishing,Historical,1,1074,0,4.05
1986,9185983,Logos,Single,Cheryl Anne Gardner,9.0,3.0,138.0,2010.0,Twisted Knickers Publications,None,1,946,0,4.11
1987,2408782,The Thin Wall,Single,Cheryl Anne Gardner,15.0,9.0,92.0,2007.0,Lulu,None,1,1151,0,4.2
1988,2243408,The Kissing Room,Single,Cheryl Anne Gardner,16.0,5.0,60.0,2006.0,Lulu,None,1,783,0,4.25
1989,13418084,And Death Dreamt Us All,Single,Cheryl Anne Gardner,10.0,5.0,138.0,2011.0,Twisted Knickers Publications,None,1,794,0,4.6
1990,7053879,Don't Pay the Ferryman,The Carthage Chronicles,Marcus J. Mastin,10.0,0.0,191.0,2003.0,PublishAmerica,None,1,1201,0,3.9
1991,6922589,Don't Fear the Reaper,The Carthage Chronicles,Marcus J. Mastin,2.0,0.0,318.0,2012.0,Black Bird Literary Company via Createspace,None,0,1377,0,3.0
1992,17659040,Earth's Survivors Rising from The Ashes,Earth's Survivors,Wendell G. Sweet,70.0,1.0,272.0,2013.0,Createspace Independent Publishing Platform,None,1,2204,0,3.89
1993,263985,The Possibility of an Island,Single,Michel Houellebecq,12950.0,778.0,352.0,2007.0,Vintage,Fiction,1,903,2,3.81
1994,161887,East,East,Edith Pattou,41090.0,2908.0,507.0,2005.0,HMH Books for Young Readers,Fantasy,1,1122,2,4.14
1995,12680907,Bitterblue,Graceling Realm,Kristin Cashore,114771.0,8507.0,576.0,2012.0,Dial,Fantasy,1,1510,4,3.98
1996,17788401,Ugly Love,Single,Colleen Hoover,295889.0,30483.0,337.0,2014.0,Atria Books,Romance,0,1118,1,4.26
1997,18513565,Lila,Gilead,Marilynne Robinson,29547.0,4169.0,272.0,2014.0,"Farrar, Straus and Giroux",Fiction,1,1848,6,3.94
1998,54984,La catedral del mar,La catedral del mar,Ildefonso Falcones,44472.0,2351.0,672.0,2006.0,Grijalbo,Historical,0,1632,4,4.13
1999,2176735,Breath,Single,Tim Winton,18791.0,1500.0,218.0,2008.0,"Farrar, Straus and Giroux",Fiction,1,1596,4,3.87
2000,23359964,One Plus One,Single,Jojo Moyes,159272.0,12566.0,368.0,2015.0,Penguin Books,Fiction,1,1585,1,3.95
2001,31178,Back When We Were Grownups,Single,Anne Tyler,18569.0,1620.0,336.0,2004.0,Ballantine Books,Fiction,1,1987,0,3.53
2002,692474,"Nazi Germany and the Jews: The Years of Extermination, 1939-1945",Nazi Germany and the Jews,Saul Friedländer,1492.0,73.0,870.0,2007.0,HarperCollins,History,1,2543,4,4.24
2003,15171,A Girl Named Zippy,Zippy,Haven Kimmel,36792.0,3919.0,275.0,2001.0,Doubleday,Autobiography-Memoir,1,1771,0,3.79
2004,17335127,I Love You Baby Girl,Single,Desire Night,119.0,12.0,66.0,2013.0,Desire Night,Crime-True Crime,1,1521,0,3.75
2005,52529,The Secret,The Secret,Rhonda Byrne,396801.0,13789.0,199.0,2006.0,Atria Books,Self Help,0,1709,0,3.7
2006,18966819,Golden Son,Red Rising Saga,Pierce Brown,169803.0,13664.0,430.0,2015.0,Del Rey,Science Fiction,1,1489,2,4.43
2007,41150487,"Red, White & Royal Blue",Single,Casey McQuiston,379972.0,54766.0,421.0,2019.0,St. Martin's Griffin,Romance,0,1293,3,4.23
2008,664853,"In Revere, In Those Days",Revere Beach Trilogy,Roland Merullo,524.0,72.0,320.0,2003.0,Vintage,Fiction,1,1358,0,4.11
2009,108067,Ava's Man,Single,Rick Bragg,6364.0,593.0,259.0,2002.0,Vintage,Nonfiction,1,2419,1,4.24
2010,11112619,Fever,The Chemical Garden,Lauren DeStefano,44408.0,3330.0,341.0,2012.0,Simon & Schuster Children's Publishing,Young Adult,1,1388,0,3.78
2011,89359,Phantom Waltz,Kendrick/Coulter/Harrigan,Catherine Anderson,5473.0,299.0,418.0,2007.0,Berkley Books,Romance,1,1387,0,4.17
2012,89348,My Sunshine,Kendrick/Coulter/Harrigan,Catherine Anderson,4957.0,288.0,421.0,2005.0,Berkley Books,Romance,1,1330,0,4.17
2013,17262236,Rose Under Fire,Code Name Verity,Elizabeth Wein,22240.0,3056.0,368.0,2013.0,Disney Hyperion,Historical,1,1052,5,4.1
2014,4703450,The Dragon Keeper,The Rain Wild Chronicles,Robin Hobb,42072.0,2054.0,553.0,2009.0,Voyager,Fantasy,1,1280,2,3.91
2015,23246694,"Dom Wars: Round 4, 5, 6",Dom Wars,Lucian Bane,419.0,44.0,380.0,2014.0,Voyager,None,0,330,0,4.25
2016,1331653,Salmon Fishing in the Yemen,Single,Paul Torday,14234.0,1644.0,329.0,2007.0,Phoenix,Fiction,1,965,2,3.53
2017,219110,A Darkling Plain,Mortal Engines Quartet,Philip Reeve,11336.0,856.0,533.0,2007.0,Scholastic UK,Young Adult,1,912,3,4.19
2018,13650,"The Wave in the Mind: Talks and Essays on the Writer, the Reader and the Imagination",About Writing,Ursula K. Le Guin,1812.0,301.0,314.0,2004.0,Shambhala,Nonfiction,1,870,1,4.31
2019,25451264,Death's End,Remembrance of Earth's Past,Liu Cixin,65399.0,6037.0,604.0,2016.0,TOR,Science Fiction,1,2437,4,4.41
2020,13537640,Kingdom of the Wicked,Skulduggery Pleasant,Derek Landy,13587.0,647.0,607.0,2012.0,HarperCollins Children’s Books,Fantasy,1,1244,0,4.49
2021,25489025,The Vegetarian,Single,Han Kang,110836.0,14929.0,188.0,2016.0,Hogarth Press,Fiction,0,1105,4,3.59
2022,40611069,Slade House,Single,David Mitchell,55974.0,7175.0,241.0,2015.0,Random House,Horror,0,1312,2,3.81
2023,31138556,Homo Deus: A History of Tomorrow,Single,Yuval Noah Harari,191871.0,12957.0,450.0,2017.0,Harper,Nonfiction,0,2027,1,4.21
2024,760984,MirrorMask,Single,Neil Gaiman,7476.0,450.0,80.0,2005.0,HarperCollins Publishers,Fantasy,1,1042,0,3.87
2025,384962,White Wolf,The Drenai Saga,David Gemmell,9553.0,173.0,589.0,2004.0,Corgi,Fantasy,1,1554,0,4.29
2026,6507691,The Manufactured Identity,Manufactured Identity,Heath Sommer,423.0,110.0,305.0,2009.0,Tate Publishing & Enterprises,Mystery,1,1130,0,3.52
2027,3993839,Patient Zero,Joe Ledger,Jonathan Maberry,30065.0,2184.0,421.0,2009.0,St. Martin's Griffin,Horror,1,1135,1,3.99
2028,30071,"The Walking Dead, Book One",The Walking Dead (Hardcover Edition),Robert Kirkman,36313.0,1408.0,304.0,2010.0,Image Comics,Sequential Art,1,257,0,4.36
2029,73931,Hood,King Raven,Stephen R. Lawhead,13763.0,1411.0,490.0,2003.0,Westbow Pr,Fantasy,1,886,0,3.88
2030,13414676,The End of Your Life Book Club,Single,Will Schwalbe,55118.0,7694.0,336.0,2012.0,Knopf,Nonfiction,1,1096,1,3.78
2031,12971616,The Rise of Nine,Lorien Legacies,Pittacus Lore,102008.0,4750.0,372.0,2012.0,HarperCollins,Young Adult,1,1124,1,4.17
2032,10187223,There but for the,Single,Ali Smith,8069.0,1136.0,357.0,2011.0,Hamish Hamilton,Fiction,0,1866,3,3.48
2033,7821828,The Hare With Amber Eyes: A Family's Century of Art and Loss,Single,Edmund de Waal,48318.0,3339.0,368.0,2010.0,"Farrar, Straus and Giroux",Nonfiction,1,2625,5,3.89
2034,147210,Tishomingo Blues,Single,Elmore Leonard,8614.0,421.0,416.0,2003.0,Penguin,Fiction,1,1188,1,3.7
2035,883235,The Shell Collector,Single,Anthony Doerr,11332.0,1372.0,219.0,2003.0,Penguin Group,Short Stories,1,994,2,4.01
2036,18353714,The Target,Will Robie,David Baldacci,49881.0,2847.0,420.0,2014.0,Grand Central Publishing,Fiction,1,1473,1,4.1
2037,35306,Dirt Music,Single,Tim Winton,12635.0,789.0,465.0,2008.0,Picador USA,Fiction,1,1906,5,3.86
2038,8239301,الطنطورية,Single,رضوى عاشور,23417.0,4188.0,463.0,2010.0,دار الشروق,Novels,0,848,0,4.34
2039,26014651,Mothering Sunday,Single,Graham Swift,12003.0,1614.0,177.0,2016.0,Alfred A. Knopf,Fiction,1,1242,4,3.71
2040,87992,Lucky Girls,Single,Nell Freudenberger,1188.0,144.0,256.0,2005.0,Picador,Short Stories,1,1160,2,3.43
2041,7598624,The Religion of Darwinism: A Pagan Doctrine from Ancient Times Prevalent until Today,Single,Harun Yahya,6.0,0.0,92.0,2004.0,Abul-Qasim Publishing House,None,1,1278,0,3.0
2042,9838977,Ice in My Veins,Single,Kelli Sullivan,263.0,35.0,272.0,2010.0,Authorhouse,Young Adult,1,1739,0,3.81
2043,127459,The Sweet Far Thing,Gemma Doyle,Libba Bray,72375.0,3889.0,819.0,2007.0,Delacorte Press,Fantasy,1,1202,0,3.95
2044,22205,This Lullaby,Single,Sarah Dessen,178534.0,5182.0,345.0,2004.0,Speak,Young Adult,1,1075,4,4.01
2045,3819326,Angels' Blood,Guild Hunter,Nalini Singh,86908.0,5205.0,339.0,2009.0,Berkley Sensation,Fantasy,1,1133,4,4.07
2046,18633422,A Taste of Greek,Out of Olympus,Tina Folsom,584.0,36.0,219.0,2013.0,Berkley Sensation,Fantasy,0,995,0,4.09
2049,18691058,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,Single,Vicki Constantine Croke,8490.0,1279.0,368.0,2014.0,Random House,Nonfiction,1,2072,1,4.24
2050,89884,Eventide,Plainsong,Kent Haruf,21140.0,2036.0,300.0,2005.0,Vintage,Fiction,1,1019,1,4.22
2051,381817,False Gods,The Horus Heresy,Graham McNeill,12540.0,553.0,416.0,2006.0,Black Library,Science Fiction,1,259,0,4.09
2052,2766260,De engelenmaker,Single,Stefan Brijs,9304.0,632.0,429.0,2005.0,Atlas,Fiction,1,1184,4,3.9
2054,6390465,Everwild,Skinjacker,Neal Shusterman,12467.0,949.0,432.0,2009.0,Simon  Schuster Books for Young Readers,Fantasy,1,1105,0,4.22
2055,48484,Blindsight,Firefall,Peter Watts,32455.0,2785.0,384.0,2006.0,Tor Books,Science Fiction,1,1252,9,4.01
2056,2964700,Mastiff,Beka Cooper,Tamora Pierce,26661.0,1667.0,596.0,2011.0,Random House,Fantasy,1,1619,2,4.27
2057,10098912,Chanakya's Chant,Single,Ashwin Sanghi,23104.0,1469.0,448.0,2010.0,Westland Limited,Fiction,1,1902,0,3.73
2058,8487592,Here to Stay,Kendrick/Coulter/Harrigan,Catherine Anderson,2815.0,174.0,412.0,2011.0,Berkley Books,Romance,1,1630,0,4.09
2059,23287353,Revelations,Ruin,Lucian Bane,378.0,75.0,134.0,2014.0,Amazon Digital Services,Fantasy,0,641,0,4.35
2060,625603,Horus Rising,The Horus Heresy,Dan Abnett,18400.0,1076.0,412.0,2006.0,Black Library,Science Fiction,1,665,0,4.2
2061,18050143,"Zero to One: Notes on Startups, or How to Build the Future",Single,Peter Thiel,251028.0,6974.0,195.0,2014.0,Crown Business,Business,1,1810,1,4.17
2062,18131799,The Dying of the Light,Skulduggery Pleasant,Derek Landy,9057.0,688.0,605.0,2014.0,HarperCollinsChildren'sBooks,Fantasy,1,1065,0,4.61
2063,21718,Blindsighted,Grant County,Karin Slaughter,80117.0,3771.0,418.0,2002.0,HarperTorch,Mystery,1,1172,3,4.09
2064,7598591,Confessions of the Evolutionists,Single,Harun Yahya,7.0,0.0,174.0,2008.0,HarperTorch,None,0,1875,0,3.71
2065,177515,The Ice Queen,Single,Alice Hoffman,18424.0,1866.0,211.0,2006.0,Back Bay Books,Fiction,1,1384,0,3.54
2066,178476,Slave to Sensation,Psy-Changeling,Nalini Singh,70503.0,4341.0,334.0,2006.0,Berkley Sensation,Romance,0,1429,0,4.08
2068,2815590,Serena,Single,Ron Rash,34267.0,4320.0,371.0,2008.0,Ecco,Historical,1,1388,2,3.53
2069,16120760,The Shock of the Fall,Single,Nathan Filer,44068.0,4340.0,310.0,2013.0,Harper Collins,Fiction,1,1350,5,3.77
2070,9359818,God's War,Bel Dame Apocrypha,Kameron Hurley,4793.0,791.0,288.0,2011.0,Night Shade Books,Science Fiction,1,914,6,3.66
2071,15762186,Benediction,Plainsong,Kent Haruf,18594.0,2696.0,258.0,2013.0,Knopf,Fiction,1,1076,2,4.0
2072,34928122,Artemis,Single,Andy Weir,204648.0,22196.0,305.0,2017.0,Crown,Science Fiction,1,1075,5,3.67
2073,1476261,Girls of Riyadh,Single,Rajaa Alsanea,18323.0,2349.0,320.0,2007.0,Fig Tree,Fiction,1,1004,0,3.23
2074,344474,Mozart's Sister,Ladies of History,Nancy Moser,1938.0,237.0,332.0,2006.0,Bethany House Publishers,Historical,1,916,1,3.58
2075,9755,Oracle Bones: A Journey Between China's Past and Present,China trilogy,Peter Hessler,6660.0,652.0,512.0,2006.0,Harper,Cultural,1,2039,1,4.19
2076,10481268,The Apothecary,The Apothecary,Maile Meloy,12903.0,1641.0,362.0,2011.0,G.P. Putnam’s Sons,Fantasy,1,1061,4,4.06
2077,11343348,Private Games,Private,James Patterson,22170.0,1403.0,409.0,2012.0,Century,Mystery,1,1670,0,3.86
2078,15793074,Best Kept Secret,The Clifton Chronicles,Jeffrey Archer,41704.0,2593.0,373.0,2013.0,St. Martin's Press,Fiction,1,1522,0,4.01
2079,3428935,The Warded Man,The Demon Cycle,Peter V. Brett,117754.0,5640.0,416.0,2009.0,Random House,Fantasy,1,1231,2,4.23
2080,34028094,Reginald Bones 2,Reginald Bones,Lucian Bane,317.0,133.0,320.0,2017.0,Random House,Dark,0,771,0,4.56
2081,13326831,The Testing,The Testing,Joelle Charbonneau,68430.0,7069.0,325.0,2013.0,Houghton Mifflin,Science Fiction,1,1338,4,4.03
2082,40888865,Less,Single,Andrew Sean Greer,153518.0,16824.0,273.0,2018.0,Abacus,Fiction,0,1045,3,3.66
2083,60033,Dance and Dream,Tu rostro mañana,Javier Marías,1433.0,134.0,341.0,2006.0,New Directions,Fiction,1,1331,1,4.27
2084,23977361,The Collectors,His Dark Materials,Philip Pullman,4930.0,465.0,350.958041958042,2014.0,Audible Studios,Fantasy,0,1401,0,3.79
2085,53460418,White Boy in Watts,Single,Karl Wiggins,10.0,1.0,50.0,2020.0,Karl Wiggins,None,0,3810,0,4.9
2086,546281,The New Pearl Harbor: Disturbing Questions About the Bush Administration & 9/11,Single,David Ray Griffin,508.0,49.0,240.0,2004.0,"Olive Branch Press/Interlink (Northhampton, MA)",History,1,826,0,4.11
2087,373915,20th Century Ghosts,Single,Joe Hill,33811.0,2568.0,316.0,2007.0,William Morrow,Horror,1,1224,6,3.95
2088,846984,"Love, Stargirl",Stargirl,Jerry Spinelli,40297.0,3394.0,288.0,2007.0,Knopf Books for Young Readers,Young Adult,1,954,0,3.82
2089,8520362,The Grand Design,Single,Stephen Hawking,69096.0,2788.0,199.0,2010.0,Bantam,Science,1,2900,0,4.04
2090,13722330,A Possible Life: A Novel in Five Parts,Single,Sebastian Faulks,4679.0,708.0,287.0,2012.0,Henry Holt & Company,Fiction,1,2048,0,3.46
2091,23343397,The Judgement,Ruin,Lucian Bane,263.0,59.0,106.0,2014.0,Henry Holt & Company,Fantasy,0,1258,0,4.3
2092,6936382,Anna and the French Kiss,Anna and the French Kiss,Stephanie Perkins,403906.0,31783.0,372.0,2010.0,Dutton Juvenile,Young Adult,1,874,7,4.0
2093,11595276,The Miseducation of Cameron Post,Single,Emily M. Danforth,44800.0,4445.0,470.0,2012.0,Balzer + Bray,LGBT,1,1590,3,4.06
2095,673915,Last Night at the Lobster,Single,Stewart O'Nan,10076.0,1868.0,160.0,2007.0,Viking Books,Fiction,1,959,2,3.57
2096,13152282,The Extraordinary Education of Nicholas Benedict,The Mysterious Benedict Society,Trenton Lee Stewart,14882.0,1228.0,14.0,2012.0,Listening Library (Audio),Mystery,1,1072,1,4.37
2097,393147,The Crow,The Books of Pellinor,Alison Croggon,13150.0,531.0,511.0,2007.0,Candlewick Press,Fantasy,1,1327,0,4.02
2098,3017948,Panama Fever: The Epic Story of One of the Greatest Human Achievements of All Time-the Building of the Panama Canal,Single,Matthew Parker,722.0,101.0,0.0,2008.0,AudioGO,History,1,1441,0,3.75
2099,26032887,The Wicked King,The Folk of the Air,Holly Black,279380.0,30240.0,336.0,2019.0,"Little, Brown Books for Young Readers",Fantasy,1,1319,3,4.33
2100,23359964,One Plus One,Single,Jojo Moyes,159256.0,12563.0,368.0,2015.0,Penguin Books,Fiction,1,1585,1,3.95
2101,31178,Back When We Were Grownups,Single,Anne Tyler,18568.0,1619.0,336.0,2004.0,Ballantine Books,Fiction,1,1987,0,3.53
2102,692474,"Nazi Germany and the Jews: The Years of Extermination, 1939-1945",Nazi Germany and the Jews,Saul Friedländer,1492.0,73.0,870.0,2007.0,HarperCollins,History,1,2543,4,4.24
2103,15171,A Girl Named Zippy,Zippy,Haven Kimmel,36790.0,3919.0,275.0,2001.0,Doubleday,Autobiography-Memoir,1,1771,0,3.79
2104,17335127,I Love You Baby Girl,Single,Desire Night,119.0,12.0,66.0,2013.0,Desire Night,Crime-True Crime,1,1521,0,3.75
2105,52529,The Secret,The Secret,Rhonda Byrne,396743.0,13789.0,199.0,2006.0,Atria Books,Self Help,0,1709,0,3.7
2106,18966819,Golden Son,Red Rising Saga,Pierce Brown,169756.0,13663.0,430.0,2015.0,Del Rey,Science Fiction,1,1489,2,4.43
2107,41150487,"Red, White & Royal Blue",Single,Casey McQuiston,379534.0,54723.0,421.0,2019.0,St. Martin's Griffin,Romance,0,1293,3,4.23
2108,664853,"In Revere, In Those Days",Revere Beach Trilogy,Roland Merullo,524.0,72.0,320.0,2003.0,Vintage,Fiction,1,1358,0,4.11
2109,108067,Ava's Man,Single,Rick Bragg,6362.0,593.0,259.0,2002.0,Vintage,Nonfiction,1,2419,1,4.24
2110,11112619,Fever,The Chemical Garden,Lauren DeStefano,44407.0,3329.0,341.0,2012.0,Simon & Schuster Children's Publishing,Young Adult,1,1388,0,3.78
